"user_id","birthdate","gender","married","has_children","home_country","home_city","home_airport","sign_up_date","num_sessions","total_page_clicks","total_flight_discount","total_hotel_discount","total_flights_booked","total_hotels_booked","total_cancellations","total_checked_bags","destination_airport_lat","destination_airport_lon","home_airport_lat","home_airport_lon","seats","rooms","departure_time","return_time","session_start","session_end","trip_id"
"374341","1998-07-15","F","false","false","usa","detroit","YIP","2022-10-22","8","105","1","0","0","3","0","","","","42.238","-83.53","","6","","","2023-05-31 07:57:00","2023-05-31 07:59:49","374341-b15fca1c55764bc2be15d232fa59ff0c"
"375160","2003-11-23","F","false","false","usa","houston","EFD","2022-10-22","8","41","1","1","0","0","0","","","","29.607","-95.159","","","","","2023-06-29 19:27:00","2023-06-29 19:27:45",""
"375729","1971-04-12","F","false","false","usa","atlanta","ATL","2022-10-23","8","142","3","2","3","3","0","1","43.862","-73.779","33.64","-84.427","3","3","2023-07-19 13:00:00","2023-07-22 13:00:00","2023-07-11 19:13:00","2023-07-11 19:18:02","375729-ab865c92f38b4dae8747f8d25acc35e2"
"377411","1986-05-24","F","true","false","canada","montreal","YMX","2022-10-24","8","118","3","1","2","2","0","0","40.64","-73.779","45.68","-74.039","3","3","2023-03-24 09:00:00","2023-03-28 09:00:00","2023-06-15 10:23:00","2023-06-15 10:24:23","377411-e21eca1c36414b53a6148a097c993ead"
"385689","1974-10-08","F","false","true","usa","nashville","BNA","2022-10-29","8","92","2","0","3","4","0","1","43.862","-71.005","36.124","-86.678","4","5","2023-04-01 07:00:00","2023-04-09 07:00:00","2023-06-09 21:10:00","2023-06-09 21:11:34","385689-c27687580bcd428cb03f617f06163058"
"388767","1979-09-13","F","true","true","usa","tallahassee","TLH","2022-10-31","8","104","0","0","1","1","0","1","31.849","-106.38","30.396","-84.35","1","1","2023-01-29 07:00:00","2023-02-09 07:00:00","2023-06-10 13:50:00","2023-06-10 13:54:14","388767-a4fdbc05eae84354a598df31d1063bda"
"402332","1992-01-10","F","false","false","usa","sacramento","MCC","2022-11-08","8","137","2","2","2","2","0","0","43.862","-79.37","38.667","-121.401","3","3","2023-05-27 13:00:00","2023-05-29 13:00:00","2023-07-17 18:24:00","2023-07-17 18:31:03","402332-a32654c1c9a34c21ba4dfa8343cc8666"
"407275","1982-03-28","F","false","false","usa","philadelphia","PNE","2022-11-11","8","126","1","0","4","3","0","2","45.517","-73.417","40.082","-75.011","4","3","2023-06-04 07:00:00","2023-06-09 07:00:00","2023-06-20 18:37:00","2023-06-20 18:37:08","407275-7c2d5fe997c041aea3885c713df75f47"
"428552","1987-03-04","F","true","false","usa","new york","LGA","2022-11-23","8","102","1","1","2","2","0","0","32.82","-95.159","40.777","-73.872","2","2","2023-06-20 07:00:00","2023-06-23 07:00:00","2023-06-25 16:46:00","2023-06-25 16:48:24","428552-bbf8b39323224fa39276d773b834662b"
"431746","1983-08-10","F","false","false","usa","des moines","DSM","2022-11-25","8","75","0","2","1","1","0","2","45.323","-75.669","41.534","-93.663","2","2","2023-01-29 15:00:00","2023-02-01 15:00:00","2023-06-22 15:29:00","2023-06-22 15:30:07","431746-1886eb8158194d12b10b6b516c22fb5f"
"436320","1974-08-09","F","true","true","usa","milwaukee","MKE","2022-11-27","8","143","1","1","2","2","0","1","50.056","-73.779","42.947","-87.896","2","2","2023-06-11 09:00:00","2023-06-16 09:00:00","2023-07-10 14:51:00","2023-07-10 14:53:03","436320-e65865345d3046f0985a1ebdbbec8935"
"436894","1982-04-26","F","true","false","usa","louisville","LOU","2022-11-28","8","72","1","2","2","2","0","1","40.64","-73.779","38.228","-85.664","2","2","2023-07-21 15:00:00","2023-07-31 15:00:00","2023-07-16 15:21:00","2023-07-16 15:24:13","436894-a3167cefcc634932ac3089953848f34c"
"437069","1981-02-02","F","false","false","usa","tucson","DMA","2022-11-28","8","204","1","1","5","5","0","3","39.175","-76.668","32.166","-110.883","6","6","2023-06-24 08:00:00","2023-07-01 08:00:00","2023-06-17 16:27:00","2023-06-17 16:29:52","437069-dc8187ba37a6485c98e4ae9b65928788"
"437251","1980-09-28","F","false","false","canada","london","YXU","2022-11-28","8","150","0","0","3","3","0","1","37.362","-89.977","43.036","-81.154","3","3","2023-07-11 09:00:00","2023-07-13 09:00:00","2023-07-15 21:29:00","2023-07-15 21:30:20","437251-d41fd12022984305aeb06745ab885a1f"
"438189","1987-10-07","F","true","false","usa","fort worth","FTW","2022-11-28","9","175","0","1","6","5","0","5","46.788","-71.398","32.82","-97.362","7","6","2023-06-13 07:00:00","2023-06-15 07:00:00","2023-06-05 19:57:00","2023-06-05 19:59:22","438189-da480228502f4b6fa94f1ca29b81f848"
"438839","1974-05-09","F","false","true","usa","new york","JFK","2022-11-29","8","131","2","3","3","3","0","2","45.517","-73.417","40.64","-73.779","3","3","2023-05-09 16:00:00","2023-05-15 16:00:00","2023-05-02 01:00:00","2023-05-02 01:05:06","438839-a75ab47053c747db841badaae5ebc0a7"
"438985","1994-03-18","F","false","false","usa","new york","JFK","2022-11-29","8","186","3","2","4","4","1","1","53.667","55.364","40.64","-73.779","4","4","2024-07-03 07:00:00","2024-07-13 07:00:00","2023-07-10 16:33:59","2023-07-10 16:46:21.989928","438985-e550e0ba53c341c98803a27943a864bf"
"448295","1972-09-19","M","true","false","usa","lubbock","LBB","2022-12-04","8","134","1","1","2","2","0","1","33.942","-117.215","33.664","-101.823","2","2","2023-03-30 15:00:00","2023-04-01 15:00:00","2023-06-19 21:13:00","2023-06-19 21:13:27","448295-a5789d8b29d6404c827e79faab30c53c"
"451291","1969-10-02","F","true","false","usa","st. louis","STL","2022-12-05","9","146","4","2","4","1","0","2","50.902","4.499","38.748","-90.36","5","1","2024-01-05 20:00:00","2024-01-13 20:00:00","2023-04-27 19:44:00","2023-04-27 19:47:19","451291-a16da0a1ad1e4dd88999b9e57df1df1b"
"452034","1974-07-25","F","false","false","usa","cleveland","CLE","2022-12-06","8","343","2","3","4","4","2","1","50.056","2.441","41.412","-81.85","3","5","2023-12-17 16:00:00","2023-12-26 16:00:00","2023-06-03 05:06:24","2023-06-03 05:16:24","452034-e37f8a99ed8f41708ea03f0967162377"
"452612","1981-05-05","F","true","true","usa","rochester","ROC","2022-12-06","8","279","3","3","3","3","1","4","32.847","-96.852","43.119","-77.672","3","3","2023-07-15 13:00:00","2023-07-21 13:00:00","2023-07-04 19:20:00","2023-07-04 19:22:55","452612-569e933c38de4ecf87a66bdd8556dce4"
"459229","1982-06-20","F","true","false","usa","new york","LGA","2022-12-09","8","99","2","1","4","3","0","2","41.786","-75.241","40.777","-73.872","7","6","2023-05-01 14:00:00","2023-05-08 14:00:00","2023-04-25 12:05:00","2023-04-25 12:07:26","459229-e27433e97ba1458abf9b68ed1d8d8cbd"
"460553","1969-06-09","F","true","true","usa","laredo","LRD","2022-12-10","8","252","0","0","1","3","0","1","40.64","-73.779","27.544","-99.461","1","3","2023-02-28 07:00:00","2023-03-06 07:00:00","2023-06-16 23:09:00","2023-06-16 23:12:06","460553-81d107955a4f43aca7bdeebb7947cf61"
"463783","1973-12-14","F","false","false","usa","st. louis","STL","2022-12-12","9","86","2","0","3","2","0","2","45.323","-75.669","38.748","-90.36","3","2","2023-04-21 11:00:00","2023-04-23 11:00:00","2023-06-15 00:42:00","2023-06-15 00:43:07","463783-6b430a2f6d4246b0a516592e753c58c7"
"465138","1986-12-15","F","false","false","usa","birmingham","BHM","2022-12-12","8","153","1","2","4","4","0","3","43.862","-73.779","33.563","-86.753","4","4","2023-05-26 08:00:00","2023-05-30 08:00:00","2023-05-18 13:28:00","2023-05-18 13:30:25","465138-dbbcdb3beea44e29b0ed120ea0927776"
"467809","1977-04-21","F","false","true","usa","reno","RNO","2022-12-14","8","105","0","2","3","3","0","1","45.589","-76.668","39.498","-119.768","3","3","2023-04-06 08:00:00","2023-04-07 08:00:00","2023-06-25 18:48:00","2023-06-25 18:48:15","467809-e267526806254c94bec234523bc08952"
"469824","1972-08-24","F","false","false","usa","los angeles","LAX","2022-12-15","8","146","2","2","2","3","0","2","37.619","-112.383","33.942","-118.408","2","4","2023-07-01 15:00:00","2023-07-05 15:00:00","2023-06-24 11:24:00","2023-06-24 11:27:18","469824-aa01d3bdee8a4ad496963ada309081f4"
"471161","1983-05-25","F","false","false","usa","houston","EFD","2022-12-15","8","133","1","2","2","2","0","3","49.195","-87.752","29.607","-95.159","3","3","2023-07-26 10:00:00","2023-07-28 10:00:00","2023-07-19 07:28:00","2023-07-19 07:30:44","471161-9f8f9200dba24eff90a3c1941b82555f"
"472394","1981-11-09","F","false","false","usa","tucson","TUS","2022-12-16","8","120","2","0","1","2","0","1","42.947","-87.896","32.116","-110.941","1","2","2023-02-09 07:00:00","2023-02-16 07:00:00","2023-05-20 16:07:00","2023-05-20 16:08:22","472394-e69162054801460082d020e5e27517f1"
"474007","2006-05-13","F","false","false","usa","chicago","ORD","2022-12-17","8","52","0","0","1","1","0","0","38.228","-85.664","41.979","-87.904","1","1","2023-03-16 07:00:00","2023-03-17 07:00:00","2023-04-23 14:30:00","2023-04-23 14:30:59","474007-d652c2a72a844659885f7175147c38ec"
"474464","1967-04-18","F","true","false","usa","new york","LGA","2022-12-17","8","115","2","1","3","2","0","5","39.872","-75.241","40.777","-73.872","5","4","2023-06-11 07:00:00","2023-06-15 07:00:00","2023-06-04 11:47:00","2023-06-04 11:49:15","474464-c2c6ef3fd22a4a26bc3be9fa813537d4"
"475060","1992-11-08","F","false","false","usa","new york","LGA","2022-12-17","8","74","2","1","2","2","0","2","45.517","-73.417","40.777","-73.872","2","2","2023-03-14 11:00:00","2023-03-20 11:00:00","2023-07-05 18:23:00","2023-07-05 18:23:23","475060-525e0866317e4940becc920beb3bf63c"
"476124","1989-04-17","F","false","false","canada","edmonton","YED","2022-12-18","8","100","1","1","3","3","0","2","50.056","-79.37","53.667","-113.467","3","3","2023-07-07 13:00:00","2023-07-13 13:00:00","2023-06-27 15:07:00","2023-06-27 15:10:09","476124-e3be157f510a487f82675d5093fa944d"
"480690","1976-12-27","F","false","false","usa","louisville","LOU","2022-12-20","8","158","2","1","4","4","0","2","40.64","-73.779","38.228","-85.664","4","4","2023-07-02 15:00:00","2023-07-05 15:00:00","2023-06-18 12:29:00","2023-06-18 12:31:23","480690-d3d7e67d14d84c919f7401f188bf76b0"
"480877","1976-01-17","F","true","false","usa","columbus","LCK","2022-12-20","8","119","1","2","4","3","0","4","51.114","-73.417","39.814","-82.928","5","4","2023-07-18 07:00:00","2023-07-21 07:00:00","2023-07-08 20:37:00","2023-07-08 20:39:59","480877-f62887c2b053498c9c8cc23b6c8c5b50"
"481358","2006-02-02","F","false","false","usa","dallas","DAL","2022-12-20","8","75","3","0","1","0","0","0","32.82","-97.362","32.847","-96.852","1","","2023-10-30 07:00:00","2023-11-13 07:00:00","2023-05-14 19:45:00","2023-05-14 19:46:49","481358-23020716a20b4d8e926d28591cf8f3e4"
"483982","2006-02-17","F","false","false","usa","oklahoma city","OKC","2022-12-22","8","91","2","0","2","2","0","1","43.862","-79.37","35.393","-97.601","2","2","2023-07-24 15:00:00","2023-07-28 15:00:00","2023-07-16 18:58:00","2023-07-16 19:00:16","483982-aeb6095ab59b4414b59ddf4355067042"
"485505","1996-06-19","F","false","false","usa","phoenix","PHX","2022-12-23","8","85","2","0","2","2","0","2","35.393","-97.601","33.434","-112.008","3","3","2023-07-27 10:00:00","2023-07-29 10:00:00","2023-07-18 17:19:00","2023-07-18 17:21:09","485505-dfc60f85f5d74256aeb4ee9cc12c46c9"
"485891","1991-01-12","F","false","true","usa","knoxville","TYS","2022-12-23","8","316","1","2","2","3","1","0","32.82","-97.362","35.812","-83.993","1","5","2023-01-30 08:00:00","2023-02-02 08:00:00","2023-05-08 12:47:00","2023-05-08 12:48:36","485891-7cecb7e45bcc4621ab5e04c16510480d"
"488480","1982-06-04","M","true","false","canada","victoria","YYJ","2022-12-24","8","140","4","2","3","2","1","2","40.64","-73.779","48.647","-123.426","5","1","2023-12-17 08:00:00","2023-03-03 13:00:00","2023-06-15 18:08:07","2023-06-15 18:48:23.112753","488480-99942c58b13143cd9eda6250946b0100"
"488865","1988-07-07","F","false","false","canada","hamilton","YHM","2022-12-24","8","100","0","1","3","3","0","3","41.786","-73.779","43.173","-79.935","3","3","2023-07-06 07:00:00","2023-07-07 07:00:00","2023-06-19 09:36:00","2023-06-19 09:38:14","488865-9c84618c0d7044b0877dc8d832ff0566"
"489575","1979-02-02","F","true","true","canada","hamilton","YHM","2022-12-25","9","159","2","0","4","4","0","3","53.667","-79.37","43.173","-79.935","4","4","2023-05-29 13:00:00","2023-06-01 13:00:00","2023-07-07 11:44:00","2023-07-07 11:44:23","489575-f6a4f30786e2405ba5185ecef33c7feb"
"489949","1976-04-04","F","false","true","usa","tampa","TPA","2022-12-25","8","301","3","1","4","3","1","0","47.53","25.18","27.975","-82.533","6","4","2024-01-18 22:00:00","2024-01-30 22:00:00","2023-07-21 19:56:36","2023-07-21 21:56:36","489949-f200d9372a324acdbf7aada5aa0b6e0b"
"490576","1967-07-05","M","true","false","usa","san jose","SJC","2022-12-25","8","82","2","2","2","2","0","1","41.786","-87.752","37.362","-121.929","2","2","2023-05-27 14:00:00","2023-05-30 14:00:00","2023-07-09 18:49:00","2023-07-09 18:49:38","490576-db27e84eedff42b7baa7657f3a64f696"
"490608","1988-12-14","F","false","false","usa","new york","LGA","2022-12-25","9","147","4","1","2","1","0","3","30.194","-97.67","40.777","-73.872","3","1","2023-03-28 12:00:00","2023-03-30 12:00:00","2023-07-01 06:15:00","2023-07-01 06:18:40","490608-ff23ee7428684a4aa4a1cbd8f81c99de"
"491141","1974-04-16","F","false","false","usa","omaha","OFF","2022-12-25","8","169","1","0","5","4","0","3","43.862","-73.779","41.118","-95.913","7","6","2023-06-03 15:00:00","2023-05-14 10:00:00","2023-05-28 20:26:00","2023-05-28 20:28:34","491141-d554269d16d04e3c81a3d3d475c40093"
"491175","1967-12-28","F","true","true","usa","houston","HOU","2022-12-25","10","167","0","0","4","4","0","2","43.173","-73.779","29.645","-95.279","4","4","2023-07-26 16:00:00","2023-07-31 16:00:00","2023-07-19 14:52:00","2023-07-19 14:54:28","491175-dbc9fdf6255444d6a147100a10f9e97c"
"491241","1973-07-16","F","true","true","usa","new york","JFK","2022-12-25","8","98","3","0","3","2","0","0","39.858","-104.667","40.64","-73.779","3","2","2023-07-12 16:00:00","2023-07-15 16:00:00","2023-07-07 20:45:00","2023-07-07 20:48:08","491241-d2a6538af2c44f52a23b40d7f312ed94"
"491617","1970-10-12","F","false","false","canada","hamilton","YHM","2022-12-26","9","102","2","2","3","4","0","4","39.872","-75.241","43.173","-79.935","6","7","2023-06-15 11:00:00","2023-06-17 11:00:00","2023-06-09 03:34:00","2023-06-09 03:36:24","491617-c7625a825d3e46aa9fcef073aec0eb99"
"492371","1980-12-16","M","true","false","usa","dallas","DAL","2022-12-26","8","146","1","2","2","2","0","1","53.667","-82.892","32.847","-96.852","2","2","2023-02-13 07:00:00","2023-02-15 07:00:00","2023-07-13 22:53:00","2023-07-13 22:53:44","492371-cba52575a7454fa08eba8fb1b7b9a26f"
"494484","2006-02-10","F","false","false","usa","amarillo","AMA","2022-12-27","8","170","3","2","1","3","0","1","40.64","-73.779","35.219","-101.706","2","4","2023-01-13 07:00:00","2023-01-16 07:00:00","2023-07-12 13:01:00","2023-07-12 13:01:23","494484-f3fd56476fef4f9dbcdca3410de3758c"
"495727","1975-12-18","F","true","false","usa","san diego","NZY","2022-12-28","8","187","1","0","6","6","0","7","41.786","-73.779","32.699","-117.215","8","8","2023-07-20 10:00:00","2023-07-22 10:00:00","2023-07-11 17:02:00","2023-07-11 17:04:12","495727-f0ad5ee74c144a32b645bc969794a3bc"
"496899","2001-01-11","F","false","false","usa","new york","LGA","2022-12-28","8","217","1","3","3","3","1","3","45.517","-73.417","40.777","-73.872","3","3","2023-04-19 16:00:00","2023-04-22 16:00:00","2023-06-25 21:50:00","2023-06-25 21:51:17","496899-73ad3fa59f034a77a1bf375b76eac00a"
"497829","1968-04-13","M","false","true","usa","baltimore","BWI","2022-12-29","8","152","4","1","2","2","0","1","51.114","-112.383","39.175","-76.668","2","2","2023-03-24 07:00:00","2023-03-26 07:00:00","2023-03-31 19:48:00","2023-03-31 19:48:37","497829-816977a557c540c18c94587bd352ae01"
"498607","1981-02-07","F","true","false","canada","winnipeg","YWG","2022-12-29","8","139","3","0","2","2","0","2","42.364","-71.005","49.91","-97.234","3","3","2023-03-07 07:00:00","2023-03-09 07:00:00","2023-07-17 16:05:00","2023-07-17 16:06:45","498607-ea29e9c3cabc4ddf830010da6ba6b14d"
"499366","1976-01-04","F","false","false","canada","quebec","YQB","2022-12-30","8","145","1","0","4","3","0","5","40.64","-73.779","46.788","-71.398","7","6","2023-06-04 15:00:00","2023-06-08 15:00:00","2023-06-20 21:37:00","2023-06-20 21:37:16","499366-c2a8b2f4b787467ca64f58e4dbdaa357"
"499375","1981-01-12","F","false","false","canada","winnipeg","YAV","2022-12-30","8","152","1","1","5","5","0","3","49.195","-95.159","50.056","-97.032","6","6","2023-07-24 07:00:00","2023-07-28 07:00:00","2023-07-16 19:12:00","2023-07-16 19:15:18","499375-71bc8a641f094de9b02b636e45cdd524"
"499780","1987-02-13","F","false","true","canada","toronto","YYZ","2022-12-30","8","348","1","0","0","0","0","","","","43.677","-79.631","","","","","2023-06-13 19:48:00","2023-06-13 19:50:28",""
"500745","1995-09-01","F","false","false","canada","toronto","YYZ","2022-12-30","8","144","2","1","2","3","0","1","50.056","-97.032","43.677","-79.631","2","3","2023-04-25 16:00:00","2023-05-01 16:00:00","2023-05-18 21:43:00","2023-05-18 21:45:00","500745-e69ed3d8483b48a4aac3c39dad528590"
"500974","1982-04-15","F","false","false","usa","san jose","SJC","2022-12-30","8","155","0","1","5","6","0","2","43.862","-73.779","37.362","-121.929","5","6","2023-07-06 08:00:00","2023-07-15 08:00:00","2023-06-26 14:25:00","2023-06-26 14:29:01","500974-e0ad049e2f334e729c0343e570dcabed"
"502212","1999-04-01","F","false","false","usa","san diego","NZY","2022-12-31","8","94","1","0","1","1","0","0","39.872","-75.241","32.699","-117.215","1","1","2023-05-20 12:00:00","2023-05-23 12:00:00","2023-06-16 20:49:00","2023-06-16 20:50:26","502212-9e6c4839775646e69b558ad8157cbcf5"
"502444","1989-05-22","F","false","false","canada","ottawa","YOW","2022-12-31","8","178","0","1","6","5","0","2","41.786","-73.779","45.323","-75.669","6","5","2023-07-29 12:00:00","2023-06-02 08:00:00","2023-07-18 17:16:00","2023-07-18 17:18:50","502444-ca77b25c1c1244f7abbfb113b1e284ea"
"502609","1973-12-24","F","true","false","usa","dallas","DAL","2022-12-31","9","173","1","0","5","5","0","0","45.517","-73.417","32.847","-96.852","5","5","2023-05-21 07:00:00","2023-05-23 07:00:00","2023-06-19 19:49:00","2023-06-19 19:49:31","502609-ad46de897f134357a1851f1a5c127f79"
"502875","1978-02-27","F","true","true","canada","montreal","YUL","2022-12-31","8","114","1","2","3","2","0","2","42.409","-83.01","45.468","-73.741","4","3","2023-05-10 12:00:00","2023-05-13 12:00:00","2023-04-29 17:09:00","2023-04-29 17:11:00","502875-f5f2d7ee528b4cc7ab2c1b9047dcd30b"
"503058","1997-11-22","F","false","false","canada","edmonton","YXD","2023-01-01","10","115","1","1","2","3","0","1","45.517","-73.417","53.573","-113.521","2","3","2023-05-22 15:00:00","2023-02-09 13:00:00","2023-05-08 16:54:00","2023-05-08 16:58:41","503058-a9881731940b4211a83f66550b062982"
"504473","1990-11-17","F","false","false","usa","richmond","RIC","2023-01-01","8","104","0","1","2","2","0","2","35.042","-89.977","37.505","-77.319","2","2","2023-03-12 08:00:00","2023-03-15 08:00:00","2023-06-14 11:20:00","2023-06-14 11:21:51","504473-6ac284df1721408f872f2b86fe2dd4b0"
"505172","1993-01-05","M","true","true","usa","tampa","MCF","2023-01-02","8","322","3","3","3","3","1","7","33.535","113.914","27.849","-82.521","7","5","2023-10-28 15:00:00","2023-11-19 15:00:00","2023-05-19 07:38:34","2023-05-19 09:38:34","505172-ea4fe2f82faa4cdf8b4856c3fc294102"
"505713","1979-06-14","F","true","false","canada","montreal","YHU","2023-01-02","8","113","1","0","4","3","0","2","45.323","-73.779","45.517","-73.417","5","4","2023-07-23 07:00:00","2023-07-29 07:00:00","2023-07-15 05:48:00","2023-07-15 05:50:57","505713-af314456eabf4c62939578ad09e38bb6"
"505771","1968-05-27","F","true","true","canada","montreal","YUL","2023-01-02","9","133","1","1","5","4","0","2","42.947","-71.005","45.468","-73.741","7","5","2023-04-20 07:00:00","2023-04-21 07:00:00","2023-05-24 12:41:00","2023-05-24 12:41:38","505771-d5ef67a2d5fa40809bcbfd9f416a2e57"
"505941","1973-06-07","F","true","true","usa","new york","LGA","2023-01-02","8","111","2","2","2","3","0","1","41.786","-87.752","40.777","-73.872","2","3","2023-02-08 07:00:00","2023-02-12 07:00:00","2023-06-25 18:11:00","2023-06-25 18:11:16","505941-6663eff9087b4f1d905a93b5cd817479"
"506186","1998-06-17","F","false","false","usa","detroit","DTW","2023-01-02","8","224","1","0","2","2","0","1","43.234","-75.407","42.212","-83.353","3","3","2024-03-19 07:00:00","2024-03-28 07:00:00","2023-06-13 11:32:00","2023-06-13 11:45:38","506186-f3c15bb6763243d3a906b021bfdb8e07"
"506704","1968-07-02","F","true","false","canada","montreal","YUL","2023-01-03","8","136","2","1","2","1","0","2","37.619","-112.383","45.468","-73.741","2","1","2023-03-17 15:00:00","2023-03-20 15:00:00","2023-06-05 11:58:00","2023-06-05 12:01:58","506704-a5c176facb4e4e848f97020238c7b9c9"
"506990","1998-07-01","F","false","false","usa","lubbock","LBB","2023-01-03","8","99","3","0","0","0","0","","","","33.664","-101.823","","","","","2023-07-03 17:09:00","2023-07-03 17:15:12",""
"507431","1987-08-24","F","false","false","canada","toronto","YYZ","2023-01-03","8","123","1","3","3","4","0","2","37.619","-118.408","43.677","-79.631","3","4","2023-07-20 14:00:00","2023-07-24 14:00:00","2023-07-12 09:35:00","2023-07-12 09:37:08","507431-cd1aaca3414a4c23aae5251ada5403b6"
"507513","2006-07-24","F","false","false","usa","sacramento","MHR","2023-01-03","12","114","1","1","0","0","0","","","","38.554","-121.297","","","","","2023-05-06 18:49:00","2023-05-06 18:49:30",""
"507773","1984-09-26","F","false","false","usa","little rock","LIT","2023-01-03","8","123","0","0","2","3","0","1","36.776","-119.718","34.729","-92.224","2","3","2023-04-01 15:00:00","2023-04-03 15:00:00","2023-06-19 13:16:00","2023-06-19 13:19:14","507773-dd8c091dc32b4481a0c4ebd082135030"
"508866","1993-06-07","F","false","false","usa","el paso","BIF","2023-01-04","8","158","2","0","3","3","0","1","47.53","-118.408","31.849","-106.38","5","5","2023-05-01 16:00:00","2023-05-09 16:00:00","2023-05-13 16:55:00","2023-05-13 16:57:46","508866-e3cc876b6eb946f7a038fef85dd3ce44"
"509036","1983-11-02","F","false","true","usa","new york","JFK","2023-01-04","8","110","2","2","2","1","0","2","45.589","-87.752","40.64","-73.779","2","1","2023-03-28 15:00:00","2023-04-03 15:00:00","2023-03-20 15:24:00","2023-03-20 15:26:56","509036-b5dd47e01baa4e7584298fd879c46f1f"
"509353","1993-12-08","F","false","false","usa","dallas","DAL","2023-01-04","9","76","3","0","1","1","0","0","32.699","-117.215","32.847","-96.852","2","2","2023-01-12 07:00:00","2023-01-17 07:00:00","2023-07-15 11:41:00","2023-07-15 11:41:22","509353-f2916a48af814fd695e9617f30a86833"
"509419","1982-08-23","F","false","false","usa","philadelphia","PNE","2023-01-04","8","143","1","0","4","4","0","4","41.786","-86.294","40.082","-75.011","4","4","2023-04-17 11:00:00","2023-04-19 11:00:00","2023-04-13 12:47:00","2023-04-13 12:50:00","509419-bc1571ee19c64e1ebc065790f5789bd2"
"509445","1984-06-04","F","true","false","usa","san francisco","SFO","2023-01-04","8","99","0","0","3","3","0","1","41.786","-73.779","37.619","-122.375","3","5","2023-07-05 10:00:00","2023-07-14 10:00:00","2023-06-24 19:49:00","2023-06-24 19:52:35","509445-ec4d89e685a344258deabc9d8d9f5de1"
"509516","1978-06-24","F","false","false","usa","colorado springs","COS","2023-01-04","9","147","1","2","2","3","0","2","42.364","-71.005","38.806","-104.7","3","4","2023-06-28 16:00:00","2023-07-01 16:00:00","2023-06-20 21:22:00","2023-06-20 21:27:24","509516-a5adb550e1074f6d83887e82327ceeb4"
